76.614,77.4,78.167,79.159,79.986,80.5,81.297,82.125,83.007,83.845,84.771,85.526,86.27,87.007,87.686,88.307,88.984,89.651,90.262,90.651,91.383,92.039,92.587,93.101,93.58,94.054,94.593,95.133,95.682,96.221,96.527,97.151,97.816,98.471,99.19,99.94,100.78,101.63,102.23,103.07,103.95,104.81,105.64,106.48,107.26,108.01,108.65,109.17,109.63,110.28,110.67,110.97,111.31,111.62,112.06,112.25,112.52,112.72,112.83,112.91,112.94,113,113,112.94,112.91,112.83,112.72,112.52,112.25,112.06,111.62,111.31,110.97,110.67,110.28,109.63,109.17,108.65,108.01,107.26,106.48,105.64,104.81,103.95,103.07,102.23,101.63,100.78,99.94,99.19,98.471,97.816,97.151,96.527,96.221,95.682,95.133,94.593,94.054,93.58,93.101,92.587,92.039,91.383,90.651,90.262,89.651,88.984,88.307,87.686,87.007,86.27,85.526,84.771,83.845,83.007,82.125,81.297,80.5,79.986,79.159,78.167,77.4,76.614
77.779,78.395,79.18,79.933,80.742,81.686,82.552,83.378,84.238,85.04,85.838,86.617,87.337,87.99,88.646,89.276,89.95,90.573,91.152,91.719,92.275,92.627,93.15,93.671,94.138,94.614,95.106,95.625,96.185,96.706,97.241,97.818,98.374,99.016,99.718,100.45,101.21,102.01,102.59,103.36,104.15,105,105.81,106.57,107.27,107.95,108.58,109.12,109.65,110.17,110.52,110.8,111.12,111.41,111.63,111.88,112.17,112.49,112.66,112.72,112.8,112.88,112.88,112.8,112.72,112.66,112.49,112.17,111.88,111.63,111.41,111.12,110.8,110.52,110.17,109.65,109.12,108.58,107.95,107.27,106.57,105.81,105,104.15,103.36,102.59,102.01,101.21,100.45,99.718,99.016,98.374,97.818,97.241,96.706,96.185,95.625,95.106,94.614,94.138,93.671,93.15,92.627,92.275,91.719,91.152,90.573,89.95,89.276,88.646,87.99,87.337,86.617,85.838,85.04,84.238,83.378,82.552,81.686,80.742,79.933,79.18,78.395,77.779
78.67,79.482,80.472,81.037,81.9,82.75,83.576,84.463,85.314,86.125,86.909,87.61,87.909,88.56,89.244,89.919,90.556,91.155,91.771,92.394,92.946,93.451,93.936,94.452,94.943,95.411,95.852,96.332,96.889,97.393,97.897,98.41,98.91,99.575,100.21,100.86,101.59,102.15,102.67,103.46,104.19,105,105.83,106.52,107.18,107.88,108.45,108.94,109.48,110,110.35,110.6,110.86,111.11,111.41,111.63,111.95,112.24,112.42,112.58,112.64,112.76,112.76,112.64,112.58,112.42,112.24,111.95,111.63,111.41,111.11,110.86,110.6,110.35,110,109.48,108.94,108.45,107.88,107.18,106.52,105.83,105,104.19,103.46,102.67,102.15,101.59,100.86,100.21,99.575,98.91,98.41,97.897,97.393,96.889,96.332,95.852,95.411,94.943,94.452,93.936,93.451,92.946,92.394,91.771,91.155,90.556,89.919,89.244,88.56,87.909,87.61,86.909,86.125,85.314,84.463,83.576,82.75,81.9,81.037,80.472,79.482,78.67
79.7,80.546,81.375,81.832,82.758,83.505,84.284,85.23,85.926,86.697,87.561,88.478,88.886,89.518,90.169,90.8,91.465,92.099,92.672,93.181,93.735,94.1,94.677,95.155,95.616,96.086,96.501,97.006,97.333,97.833,98.336,98.82,99.316,99.859,100.45,101.06,101.7,102.36,102.86,103.64,104.41,105.15,105.9,106.62,107.31,107.92,108.42,108.93,109.32,109.82,110.21,110.42,110.62,110.9,111.2,111.45,111.65,111.92,112.15,112.32,112.54,112.61,112.61,112.54,112.32,112.15,111.92,111.65,111.45,111.2,110.9,110.62,110.42,110.21,109.82,109.32,108.93,108.42,107.92,107.31,106.62,105.9,105.15,104.41,103.64,102.86,102.36,101.7,101.06,100.45,99.859,99.316,98.82,98.336,97.833,97.333,97.006,96.501,96.086,95.616,95.155,94.677,94.1,93.735,93.181,92.672,92.099,91.465,90.8,90.169,89.518,88.886,88.478,87.561,86.697,85.926,85.23,84.284,83.505,82.758,81.832,81.375,80.546,79.7
80.461,81.315,82.176,82.944,83.772,84.575,85.369,86.246,86.95,87.731,88.48,89.177,89.862,90.507,91.126,91.748,92.385,92.969,93.451,93.698,94.289,94.778,95.263,95.735,96.155,96.577,96.983,97.453,97.983,98.437,98.907,99.435,99.874,100.36,100.91,101.48,102.03,102.54,103,103.75,104.53,105.23,105.96,106.71,107.33,107.83,108.29,108.83,109.28,109.71,110.04,110.3,110.56,110.78,111.05,111.33,111.47,111.69,111.9,112.08,112.22,112.39,112.39,112.22,112.08,111.9,111.69,111.47,111.33,111.05,110.78,110.56,110.3,110.04,109.71,109.28,108.83,108.29,107.83,107.33,106.71,105.96,105.23,104.53,103.75,103,102.54,102.03,101.48,100.91,100.36,99.874,99.435,98.907,98.437,97.983,97.453,96.983,96.577,96.155,95.735,95.263,94.778,94.289,93.698,93.451,92.969,92.385,91.748,91.126,90.507,89.862,89.177,88.48,87.731,86.95,86.246,85.369,84.575,83.772,82.944,82.176,81.315,80.461
81.568,82.391,83.222,83.929,84.71,85.512,86.255,87.134,87.903,88.697,89.089,89.704,90.418,91.098,91.768,92.377,92.892,93.437,93.977,94.483,95.001,95.49,95.956,96.398,96.838,97.296,97.674,98.081,98.541,99.033,99.348,99.895,100.33,100.77,101.26,101.68,102.19,102.66,103.08,103.76,104.44,105.2,105.91,106.62,107.32,107.78,108.28,108.78,109.29,109.59,109.88,110.12,110.41,110.69,110.91,111.14,111.38,111.59,111.77,111.95,112.01,112.17,112.17,112.01,111.95,111.77,111.59,111.38,111.14,110.91,110.69,110.41,110.12,109.88,109.59,109.29,108.78,108.28,107.78,107.32,106.62,105.91,105.2,104.44,103.76,103.08,102.66,102.19,101.68,101.26,100.77,100.33,99.895,99.348,99.033,98.541,98.081,97.674,97.296,96.838,96.398,95.956,95.49,95.001,94.483,93.977,93.437,92.892,92.377,91.768,91.098,90.418,89.704,89.089,88.697,87.903,87.134,86.255,85.512,84.71,83.929,83.222,82.391,81.568
82.554,83.083,83.858,84.646,85.415,86.156,86.891,87.712,88.493,89.256,89.981,90.705,91.359,91.912,92.558,93.193,93.687,94.174,94.704,95.203,95.696,96.16,96.595,97.021,97.528,97.941,98.121,98.526,98.929,99.387,99.765,100.18,100.59,100.97,101.45,101.96,102.43,102.89,103.29,103.92,104.6,105.25,105.94,106.65,107.27,107.78,108.31,108.77,109.26,109.59,109.86,110.06,110.36,110.61,110.8,110.99,111.2,111.43,111.53,111.74,111.83,111.93,111.93,111.83,111.74,111.53,111.43,111.2,110.99,110.8,110.61,110.36,110.06,109.86,109.59,109.26,108.77,108.31,107.78,107.27,106.65,105.94,105.25,104.6,103.92,103.29,102.89,102.43,101.96,101.45,100.97,100.59,100.18,99.765,99.387,98.929,98.526,98.121,97.941,97.528,97.021,96.595,96.16,95.696,95.203,94.704,94.174,93.687,93.193,92.558,91.912,91.359,90.705,89.981,89.256,88.493,87.712,86.891,86.156,85.415,84.646,83.858,83.083,82.554
83.168,84.047,84.779,85.516,86.287,87.072,87.802,88.582,89.351,90.118,90.865,91.593,92.239,92.76,93.394,94.02,94.534,94.786,95.278,95.76,96.237,96.682,97.078,97.485,98.013,98.438,98.787,99.219,99.59,99.956,100.37,100.65,101.03,101.42,101.8,102.2,102.67,103.16,103.54,104.1,104.69,105.33,105.88,106.57,107.19,107.69,108.19,108.73,109.17,109.51,109.88,110.12,110.42,110.61,110.81,110.98,111.17,111.38,111.51,111.59,111.65,111.75,111.75,111.65,111.59,111.51,111.38,111.17,110.98,110.81,110.61,110.42,110.12,109.88,109.51,109.17,108.73,108.19,107.69,107.19,106.57,105.88,105.33,104.69,104.1,103.54,103.16,102.67,102.2,101.8,101.42,101.03,100.65,100.37,99.956,99.59,99.219,98.787,98.438,98.013,97.485,97.078,96.682,96.237,95.76,95.278,94.786,94.534,94.02,93.394,92.76,92.239,91.593,90.865,90.118,89.351,88.582,87.802,87.072,86.287,85.516,84.779,84.047,83.168
84.104,84.937,85.662,86.344,87.049,87.832,88.624,89.369,89.848,90.605,91.363,92.072,92.719,93.248,93.858,94.479,95.022,95.507,95.993,96.421,96.874,97.331,97.742,98.174,98.638,99.023,99.424,99.9,100.24,100.56,100.78,101.11,101.55,101.69,102.01,102.34,102.75,103.25,103.61,104.11,104.68,105.32,105.97,106.63,107.17,107.68,108.17,108.63,109.05,109.5,109.89,110.25,110.52,110.79,110.95,111.09,111.29,111.38,111.45,111.53,111.58,111.62,111.62,111.58,111.53,111.45,111.38,111.29,111.09,110.95,110.79,110.52,110.25,109.89,109.5,109.05,108.63,108.17,107.68,107.17,106.63,105.97,105.32,104.68,104.11,103.61,103.25,102.75,102.34,102.01,101.69,101.55,101.11,100.78,100.56,100.24,99.9,99.424,99.023,98.638,98.174,97.742,97.331,96.874,96.421,95.993,95.507,95.022,94.479,93.858,93.248,92.719,92.072,91.363,90.605,89.848,89.369,88.624,87.832,87.049,86.344,85.662,84.937,84.104
84.669,85.495,86.222,86.895,87.669,88.37,89.166,89.885,90.633,91.436,92.188,92.87,93.523,94.094,94.644,95.173,95.754,96.216,96.647,97.124,97.603,98.057,98.483,98.956,99.132,99.533,99.912,100.31,100.66,100.94,101.14,101.43,101.8,102.08,102.26,102.6,103.01,103.46,103.81,104.3,104.84,105.47,106.06,106.67,107.24,107.72,108.24,108.7,109.21,109.53,109.95,110.33,110.63,110.96,111.16,111.24,111.41,111.5,111.56,111.67,111.62,111.71,111.71,111.62,111.67,111.56,111.5,111.41,111.24,111.16,110.96,110.63,110.33,109.95,109.53,109.21,108.7,108.24,107.72,107.24,106.67,106.06,105.47,104.84,104.3,103.81,103.46,103.01,102.6,102.26,102.08,101.8,101.43,101.14,100.94,100.66,100.31,99.912,99.533,99.132,98.956,98.483,98.057,97.603,97.124,96.647,96.216,95.754,95.173,94.644,94.094,93.523,92.87,92.188,91.436,90.633,89.885,89.166,88.37,87.669,86.895,86.222,85.495,84.669
